סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_6,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
8000      ,צפת                      ,21        ,צפת                      ,21        ,צפת                      ,0         ,                         ,38662     ,5115      ,9939      ,13151     ,3136      ,3002      ,4319
8200      ,קרית מוצקין              ,31        ,חיפה                     ,31        ,חיפה                     ,0         ,                         ,48178     ,3393      ,7230      ,16157     ,5411      ,4922      ,11065
8300      ,ראשון לציון              ,44        ,רחובות                   ,46        ,ראשון לציון              ,0         ,                         ,269202    ,19547     ,42948     ,96615     ,32661     ,27810     ,49621
8400      ,רחובות                   ,44        ,רחובות                   ,44        ,רחובות                   ,0         ,                         ,152456    ,15226     ,30506     ,53327     ,15874     ,12189     ,25334
8500      ,רמלה                     ,43        ,רמלה                     ,43        ,רמלה                     ,0         ,                         ,81259     ,8235      ,16927     ,30121     ,8252      ,7170      ,10554
8600      ,רמת גן                   ,52        ,רמת גן                   ,52        ,רמת גן                   ,0         ,                         ,167326    ,11840     ,23305     ,60245     ,20387     ,16129     ,35420
8700      ,רעננה                    ,42        ,פתח תקווה                ,47        ,כפר סבא                  ,0         ,                         ,88678     ,5767      ,16299     ,29209     ,11428     ,8909      ,17066
8800      ,שפרעם                    ,24        ,עכו                      ,25        ,נצרת עילית               ,0         ,                         ,41587     ,3493      ,9678      ,17088     ,5223      ,3219      ,2886
8900      ,טמרה                     ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,34249     ,3208      ,8906      ,14233     ,3754      ,2278      ,1870
9000      ,באר שבע                  ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,221057    ,18347     ,38236     ,79158     ,24106     ,22613     ,38597
9100      ,נהריה                    ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,66491     ,4687      ,11162     ,22621     ,8402      ,6874      ,12745
9200      ,בית שאן                  ,23        ,עפולה                    ,23        ,עפולה                    ,0         ,                         ,20324     ,1921      ,4208      ,7655      ,2170      ,2024      ,2346
